timestamp,temp,humidity,wind,rain,FFMC,DMC,DC,ISI,nino34_sst,fire
2007-09-01,13.8,77,7.6,0.0,91.0,276.3,825.1,7.1,25.846666666666668,1
2007-09-01,13.8,77,7.6,0.0,91.0,276.3,825.1,7.1,25.846666666666668,1
2007-07-01,14.2,58,4.0,0.0,91.9,133.6,520.5,8.0,26.916129032258063,1
2007-08-01,10.4,75,0.9,0.0,92.0,203.2,664.5,8.1,26.270967741935483,1
2007-08-01,20.3,42,2.7,0.0,94.8,222.4,698.6,13.9,26.270967741935483,1
2007-09-01,10.3,78,4.0,0.0,90.3,290.0,855.3,7.4,25.846666666666668,1
2007-09-01,15.4,57,4.9,0.0,91.2,94.3,744.4,8.4,25.846666666666668,1
2007-08-01,21.1,54,2.2,0.0,92.1,207.0,672.6,8.2,26.270967741935483,1
2007-08-01,21.9,42,2.2,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-03-01,8.7,51,5.8,0.0,90.9,18.9,30.6,8.0,27.01290322580645,1
2007-01-01,5.2,100,0.9,0.0,18.7,1.1,171.4,0.0,27.338709677419356,1
2007-07-01,19.3,39,7.2,0.0,93.7,101.3,458.8,11.9,26.916129032258063,1
2007-08-01,16.2,63,2.7,0.0,90.7,194.1,643.0,6.8,26.270967741935483,1
2007-08-01,28.2,29,1.8,0.0,95.2,217.7,690.0,18.0,26.270967741935483,1
2007-08-01,20.5,58,2.7,0.0,91.6,248.4,753.8,6.3,26.270967741935483,1
2007-08-01,21.3,44,4.5,0.0,91.6,273.8,819.1,7.7,26.270967741935483,1
2007-08-01,20.9,50,2.2,0.0,91.6,181.3,613.0,7.6,26.270967741935483,1
2007-09-01,20.6,55,5.4,0.0,90.5,96.7,750.5,11.4,25.846666666666668,1
2007-03-01,11.6,48,5.4,0.0,90.9,18.9,30.6,8.0,27.01290322580645,1
2007-08-01,23.3,34,3.1,0.0,94.8,227.0,706.7,12.0,26.270967741935483,1
2007-08-01,23.3,34,3.1,0.0,94.8,227.0,706.7,12.0,26.270967741935483,1
2007-02-01,7.5,71,6.3,0.0,84.7,9.5,58.3,4.1,26.789285714285715,1
2007-09-01,20.7,46,2.7,0.0,91.1,91.3,738.1,7.2,25.846666666666668,1
2007-09-01,21.9,43,4.0,0.0,91.0,276.3,825.1,7.1,25.846666666666668,1
2007-03-01,15.2,19,7.6,0.0,93.4,15.0,25.6,11.4,27.01290322580645,1
2007-02-01,5.3,68,1.8,0.0,84.1,4.6,46.7,2.2,26.789285714285715,1
2007-02-01,10.1,62,1.8,0.0,85.0,9.0,56.9,3.5,26.789285714285715,1
2007-09-01,20.4,55,4.9,0.0,90.5,96.7,750.5,11.4,25.846666666666668,1
2007-08-01,24.3,33,3.6,0.0,91.6,181.3,613.0,7.6,26.270967741935483,1
2007-08-01,25.9,32,3.1,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-06-01,28.0,34,4.5,0.0,93.3,49.5,297.7,14.0,27.53666666666667,1
2007-06-01,28.0,34,4.5,0.0,93.3,49.5,297.7,14.0,27.53666666666667,1
2007-09-01,22.8,46,4.0,0.0,91.1,88.2,731.7,8.3,25.846666666666668,1
2007-08-01,25.0,36,4.0,0.0,94.8,227.0,706.7,12.0,26.270967741935483,1
2007-08-01,21.3,41,3.6,0.0,90.7,194.1,643.0,6.8,26.270967741935483,1
2007-09-01,21.8,34,2.2,0.0,87.9,84.8,725.1,3.7,25.846666666666668,1
2007-08-01,27.9,27,2.2,0.0,94.6,212.1,680.9,9.5,26.270967741935483,1
2007-09-01,17.0,67,4.9,0.0,87.1,291.3,860.6,4.0,25.846666666666668,1
2007-02-01,14.2,46,4.0,0.0,84.7,8.2,55.0,2.9,26.789285714285715,1
2007-09-01,19.9,44,3.1,0.0,90.3,290.0,855.3,7.4,25.846666666666668,1
2007-07-01,23.4,31,5.4,0.0,92.3,96.2,450.2,12.1,26.916129032258063,1
2007-02-01,14.7,42,2.7,0.0,84.1,7.3,52.8,2.7,26.789285714285715,1
2007-02-01,8.2,53,9.4,0.0,84.6,3.2,43.6,3.3,26.789285714285715,1
2007-07-01,22.8,27,4.5,0.0,92.3,92.1,442.1,9.8,26.916129032258063,1
2007-08-01,26.4,33,3.6,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-08-01,24.1,50,4.0,0.0,93.6,235.1,723.1,10.1,26.270967741935483,1
2007-08-01,27.5,27,4.9,0.0,94.8,222.4,698.6,13.9,26.270967741935483,1
2007-07-01,26.3,39,3.1,0.0,92.7,164.1,575.8,8.9,26.916129032258063,1
2007-03-01,13.8,24,5.8,0.0,93.4,17.3,28.3,9.9,27.01290322580645,1
2007-08-01,24.9,42,5.4,0.0,92.0,203.2,664.5,8.1,26.270967741935483,1
2007-08-01,24.8,36,4.0,0.0,91.6,181.3,613.0,7.6,26.270967741935483,1
2007-08-01,26.2,36,4.5,0.0,91.7,191.4,635.9,7.8,26.270967741935483,1
2007-08-01,30.8,19,4.5,0.0,95.2,217.7,690.0,18.0,26.270967741935483,1
2007-07-01,29.3,27,3.6,0.0,88.9,263.1,795.9,5.2,26.916129032258063,1
2007-09-01,22.3,48,4.0,0.0,91.2,94.3,744.4,8.4,25.846666666666668,1
2007-08-01,26.9,31,3.6,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-08-01,20.4,56,2.2,0.0,91.6,248.4,753.8,6.3,26.270967741935483,1
2007-08-01,20.4,56,2.2,0.0,91.6,248.4,753.8,6.3,26.270967741935483,1
2007-08-01,27.9,33,2.2,0.0,92.1,207.0,672.6,8.2,26.270967741935483,1
2007-08-01,26.2,34,5.8,0.0,94.8,222.4,698.6,13.9,26.270967741935483,1
2007-08-01,24.6,44,4.0,0.0,91.6,181.3,613.0,7.6,26.270967741935483,1
2007-09-01,19.4,45,3.6,0.0,89.7,287.2,849.3,6.8,25.846666666666668,1
2007-08-01,23.3,40,4.0,0.0,92.1,178.0,605.3,9.6,26.270967741935483,1
2007-08-01,23.9,38,6.7,0.0,94.8,222.4,698.6,13.9,26.270967741935483,1
2007-08-01,20.9,66,4.9,0.0,93.6,235.1,723.1,10.1,26.270967741935483,1
2007-08-01,22.2,45,3.6,0.0,90.6,269.8,811.2,5.5,26.270967741935483,1
2007-07-01,23.8,51,1.8,0.0,90.8,84.7,376.6,5.6,26.916129032258063,1
2007-08-01,26.8,35,1.3,0.0,92.1,207.0,672.6,8.2,26.270967741935483,1
2007-08-01,14.2,73,2.7,0.0,89.4,253.6,768.4,9.7,26.270967741935483,1
2007-08-01,23.6,53,4.0,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-09-01,19.1,46,2.2,0.0,91.1,91.3,738.1,7.2,25.846666666666668,1
2007-09-01,16.2,58,3.6,0.0,90.3,290.0,855.3,7.4,25.846666666666668,1
2007-08-01,25.5,29,1.8,0.0,92.1,207.0,672.6,8.2,26.270967741935483,1
2007-04-01,10.9,64,3.1,0.0,87.9,24.9,41.6,3.7,27.63,1
2007-07-01,14.8,78,8.0,0.0,90.7,80.9,368.3,16.8,26.916129032258063,1
2007-09-01,16.2,58,3.6,0.0,90.3,290.0,855.3,7.4,25.846666666666668,1
2007-08-01,17.3,80,4.5,0.0,94.0,47.9,100.7,10.7,26.270967741935483,1
2007-08-01,19.1,70,2.2,0.0,92.0,203.2,664.5,8.1,26.270967741935483,1
2007-03-01,8.9,35,8.0,0.0,93.4,17.3,28.3,9.9,27.01290322580645,1
2007-09-01,10.5,77,4.0,0.0,89.7,284.9,844.0,10.1,25.846666666666668,1
2007-08-01,19.3,61,4.9,0.0,91.6,181.3,613.0,7.6,26.270967741935483,1
2007-08-01,23.4,49,5.4,0.0,95.2,217.7,690.0,18.0,26.270967741935483,1
2007-08-01,11.8,88,4.9,0.0,90.5,196.8,649.9,16.3,26.270967741935483,1
2007-08-01,17.7,65,4.0,0.0,91.5,238.2,730.6,7.5,26.270967741935483,1
2007-08-01,17.4,54,3.1,0.0,89.4,266.2,803.3,5.6,26.270967741935483,1
2007-08-01,16.8,56,3.1,0.0,91.6,248.4,753.8,6.3,26.270967741935483,1
2007-07-01,17.9,48,2.7,0.0,94.6,160.0,567.2,16.7,26.916129032258063,1
2007-08-01,16.6,59,2.7,0.0,91.6,248.4,753.8,6.3,26.270967741935483,1
2007-08-01,19.9,50,4.0,0.0,91.7,191.4,635.9,7.8,26.270967741935483,1
2007-08-01,18.9,64,4.9,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-08-01,15.5,72,8.0,0.0,91.6,273.8,819.1,7.7,26.270967741935483,1
2007-08-01,18.9,64,4.9,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-08-01,18.9,64,4.9,0.0,93.7,231.1,715.1,8.4,26.270967741935483,1
2007-09-01,14.5,76,7.6,0.0,91.0,276.3,825.1,7.1,25.846666666666668,1
2007-02-01,4.6,82,6.3,0.0,75.1,4.4,16.2,1.9,26.789285714285715,1
2007-02-01,5.1,77,5.4,0.0,75.1,4.4,16.2,1.9,26.789285714285715,1
2007-02-01,4.6,59,0.9,0.0,79.5,3.6,15.3,1.8,26.789285714285715,1
2007-03-01,10.2,45,5.8,0.0,87.2,15.1,36.9,7.1,27.01290322580645,1
2007-03-01,11.2,41,5.4,0.0,90.2,18.5,41.1,7.3,27.01290322580645,1
2007-03-01,13.3,27,3.6,0.0,91.3,20.6,43.5,8.5,27.01290322580645,1
2007-04-01,13.7,33,9.4,0.0,91.0,14.6,25.6,12.3,27.63,1
2007-04-01,17.6,27,5.8,0.0,91.0,14.6,25.6,12.3,27.63,1
2007-05-01,18.0,40,4.0,0.0,89.6,25.4,73.7,5.7,27.374193548387098,1
2007-06-01,14.3,79,4.0,0.0,88.2,96.2,229.0,4.7,27.53666666666667,1
2007-06-01,24.5,50,3.1,0.0,90.5,61.1,252.6,9.4,27.53666666666667,1
2007-06-01,26.4,35,2.7,0.0,93.0,103.8,316.7,10.8,27.53666666666667,1
2007-06-01,22.7,40,9.4,0.0,93.7,121.7,350.2,18.0,27.53666666666667,1
2007-07-01,27.2,28,1.3,0.0,93.5,85.3,395.0,9.9,26.916129032258063,1
2007-07-01,26.1,45,4.0,0.0,93.7,101.3,423.4,14.7,26.916129032258063,1
2007-07-01,18.2,82,4.5,0.0,93.7,101.3,423.4,14.7,26.916129032258063,1
2007-07-01,22.6,57,4.9,0.0,89.2,103.9,431.6,6.4,26.916129032258063,1
2007-07-01,30.2,25,4.5,0.0,93.2,114.4,560.0,9.5,26.916129032258063,1
2007-07-01,30.2,22,4.9,0.0,93.2,114.4,560.0,9.5,26.916129032258063,1
2007-08-01,23.4,40,5.8,0.0,94.9,130.3,587.1,14.1,26.270967741935483,1
2007-08-01,31.0,27,5.4,0.0,94.9,130.3,587.1,14.1,26.270967741935483,1
2007-08-01,33.1,25,4.0,0.0,94.9,130.3,587.1,14.1,26.270967741935483,1
2007-08-01,30.6,28,3.6,0.0,95.0,135.5,596.3,21.3,26.270967741935483,1
2007-08-01,24.1,43,6.3,0.0,95.1,141.3,605.8,17.7,26.270967741935483,1
2007-08-01,26.4,34,3.6,0.0,95.1,141.3,605.8,17.7,26.270967741935483,1
2007-08-01,19.4,71,7.6,0.0,95.1,141.3,605.8,17.7,26.270967741935483,1
2007-08-01,20.6,58,1.3,0.0,95.1,141.3,605.8,17.7,26.270967741935483,1
2007-08-01,28.7,33,4.0,0.0,95.1,141.3,605.8,17.7,26.270967741935483,1
2007-08-01,32.4,21,4.5,0.0,95.8,152.0,624.1,13.8,26.270967741935483,1
2007-08-01,32.4,27,2.2,0.0,95.9,158.0,633.6,11.3,26.270967741935483,1
2007-08-01,27.5,29,4.5,0.0,95.9,158.0,633.6,11.3,26.270967741935483,1
2007-08-01,30.8,30,4.9,0.0,96.0,164.0,643.0,14.0,26.270967741935483,1
2007-08-01,23.9,42,2.2,0.0,96.2,175.5,661.8,16.8,26.270967741935483,1
2007-08-01,32.6,26,3.1,0.0,96.2,175.5,661.8,16.8,26.270967741935483,1
2007-08-01,32.3,27,2.2,0.0,96.1,181.1,671.2,14.3,26.270967741935483,1
2007-08-01,33.3,26,2.7,0.0,96.1,181.1,671.2,14.3,26.270967741935483,1
2007-08-01,27.3,63,4.9,6.4,96.1,181.1,671.2,14.3,26.270967741935483,1
2007-08-01,21.6,65,4.9,0.8,96.1,181.1,671.2,14.3,26.270967741935483,1
2007-08-01,21.6,65,4.9,0.8,96.1,181.1,671.2,14.3,26.270967741935483,1
2007-08-01,20.7,69,4.9,0.4,96.1,181.1,671.2,14.3,26.270967741935483,1
2007-08-01,29.2,30,4.9,0.0,94.5,139.4,689.1,20.0,26.270967741935483,1
2007-08-01,28.9,29,4.9,0.0,94.5,139.4,689.1,20.0,26.270967741935483,1
2007-08-01,26.7,35,1.8,0.0,91.0,163.2,744.4,10.1,26.270967741935483,1
2007-08-01,18.5,73,8.5,0.0,91.0,166.9,752.6,7.1,26.270967741935483,1
2007-08-01,25.9,41,3.6,0.0,91.0,166.9,752.6,7.1,26.270967741935483,1
2007-08-01,25.9,41,3.6,0.0,91.0,166.9,752.6,7.1,26.270967741935483,1
2007-08-01,21.1,71,7.6,1.4,91.0,166.9,752.6,7.1,26.270967741935483,1
2007-08-01,18.2,62,5.4,0.0,91.0,166.9,752.6,7.1,26.270967741935483,1
2007-08-01,27.8,35,2.7,0.0,81.6,56.7,665.6,1.9,26.270967741935483,1
2007-08-01,27.8,32,2.7,0.0,81.6,56.7,665.6,1.9,26.270967741935483,1
2007-08-01,21.9,71,5.8,0.0,81.6,56.7,665.6,1.9,26.270967741935483,1
2007-08-01,21.2,70,6.7,0.0,81.6,56.7,665.6,1.9,26.270967741935483,1
2007-08-01,25.6,42,4.0,0.0,94.4,146.0,614.7,11.3,26.270967741935483,1
2007-11-01,11.8,31,4.5,0.0,79.5,3.0,106.7,1.1,25.35,1
